accession	accession_version	strain	isolate	date	region	country	division	location	length	host	is_lab_host	date_released	date_updated	authors	full_authors	institution	url	genotype	MuV_genotype	taxon_id	MuV_genotype_nextclade_sh	MuV_genotype_nextclade_genome	MuV_genotype_nextclade_genome_new	Match
MK276854	MK276854.1	MuVs/Rosmalen.NLD/27.18[G]	18203	2018-XX-XX	Europe	Netherlands	Rosmalen		758	Homo sapiens		2019-02-20	2019-02-20	Bodewes et al.	"Bodewes,R.,van Rooijen,K.,Cremer,J.,Veldhuijzen,I.K.,van Binnendijk,R."	"National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)"	https://www.ncbi.nlm.nih.gov/nuccore/MK276854	Mumps virus genotype G	G	1384672		G	A	FALSE
MK276855	MK276855.1	MuVs/Groningen.NLD/13.17[G]	17101	2017-XX-XX	Europe	Netherlands	Groningen		758	Homo sapiens		2019-02-20	2019-02-20	Bodewes et al.	"Bodewes,R.,van Rooijen,K.,Cremer,J.,Veldhuijzen,I.K.,van Binnendijk,R."	"National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)"	https://www.ncbi.nlm.nih.gov/nuccore/MK276855	Mumps virus genotype G	G	1384672		G	A	FALSE
MK276856	MK276856.1	MuVs/Amsterdam.NLD/19.16[G]	16125	2016-XX-XX	Europe	Netherlands	North Holland	Amsterdam	758	Homo sapiens		2019-02-20	2019-02-20	Bodewes et al.	"Bodewes,R.,van Rooijen,K.,Cremer,J.,Veldhuijzen,I.K.,van Binnendijk,R."	"National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)"	https://www.ncbi.nlm.nih.gov/nuccore/MK276856	Mumps virus genotype G	G	1384672		G	A	FALSE
MK276857	MK276857.1	MuVs/Tilburg.NLD/20.16/2[G]	16132	2016-XX-XX	Europe	Netherlands	North Brabant	Tilburg	758	Homo sapiens		2019-02-20	2019-02-20	Bodewes et al.	"Bodewes,R.,van Rooijen,K.,Cremer,J.,Veldhuijzen,I.K.,van Binnendijk,R."	"National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)"	https://www.ncbi.nlm.nih.gov/nuccore/MK276857	Mumps virus genotype G	G	1384672		G	A	FALSE
MK276858	MK276858.1	MuVs/Tilburg.NLD/20.16/1[G]	16130	2016-XX-XX	Europe	Netherlands	North Brabant	Tilburg	758	Homo sapiens		2019-02-20	2019-02-20	Bodewes et al.	"Bodewes,R.,van Rooijen,K.,Cremer,J.,Veldhuijzen,I.K.,van Binnendijk,R."	"National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)"	https://www.ncbi.nlm.nih.gov/nuccore/MK276858	Mumps virus genotype G	G	1384672		G	A	FALSE
MK276859	MK276859.1	MuVs/Valkenswaard.NLD/11.16/2[G]	16075	2016-XX-XX	Europe	Netherlands	Valkenswaard		758	Homo sapiens		2019-02-20	2019-02-20	Bodewes et al.	"Bodewes,R.,van Rooijen,K.,Cremer,J.,Veldhuijzen,I.K.,van Binnendijk,R."	"National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)"	https://www.ncbi.nlm.nih.gov/nuccore/MK276859	Mumps virus genotype G	G	1384672		G	A	FALSE
MK276860	MK276860.1	MuVs/Valkenswaard.NLD/11.16/1[G]	16071	2016-XX-XX	Europe	Netherlands	Valkenswaard		758	Homo sapiens		2019-02-20	2019-02-20	Bodewes et al.	"Bodewes,R.,van Rooijen,K.,Cremer,J.,Veldhuijzen,I.K.,van Binnendijk,R."	"National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)"	https://www.ncbi.nlm.nih.gov/nuccore/MK276860	Mumps virus genotype G	G	1384672		G	A	FALSE
MK276861	MK276861.1	MuVs/Amsterdam.NLD/29.17/1[G]	17209	2017-XX-XX	Europe	Netherlands	North Holland	Amsterdam	758	Homo sapiens		2019-02-20	2019-02-20	Bodewes et al.	"Bodewes,R.,van Rooijen,K.,Cremer,J.,Veldhuijzen,I.K.,van Binnendijk,R."	"National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)"	https://www.ncbi.nlm.nih.gov/nuccore/MK276861	Mumps virus genotype G	G	1384672		G	A	FALSE
MK276862	MK276862.1	MuVs/Heerlen.NLD/21.16[G]	16137	2016-XX-XX	Europe	Netherlands	Heerlen		758	Homo sapiens		2019-02-20	2019-02-20	Bodewes et al.	"Bodewes,R.,van Rooijen,K.,Cremer,J.,Veldhuijzen,I.K.,van Binnendijk,R."	"National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)"	https://www.ncbi.nlm.nih.gov/nuccore/MK276862	Mumps virus genotype G	G	1384672		G	A	FALSE
MK276863	MK276863.1	MuVs/WijkenAalburg.NLD/11.16[G]	16087	2016-XX-XX	Europe	Netherlands	WijkenAalburg		758	Homo sapiens		2019-02-20	2019-02-20	Bodewes et al.	"Bodewes,R.,van Rooijen,K.,Cremer,J.,Veldhuijzen,I.K.,van Binnendijk,R."	"National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)"	https://www.ncbi.nlm.nih.gov/nuccore/MK276863	Mumps virus genotype G	G	1384672		G	A	FALSE
MK276864	MK276864.1	MuVs/Zutphen.NLD/02.16[G]	16005	2016-XX-XX	Europe	Netherlands	Zutphen		758	Homo sapiens		2019-02-20	2019-02-20	Bodewes et al.	"Bodewes,R.,van Rooijen,K.,Cremer,J.,Veldhuijzen,I.K.,van Binnendijk,R."	"National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)"	https://www.ncbi.nlm.nih.gov/nuccore/MK276864	Mumps virus genotype G	G	1384672		G	A	FALSE
MK276865	MK276865.1	MuVs/Rotterdam.NLD/21.15[G]	15156	2015-XX-XX	Europe	Netherlands	South Holland	Rotterdam NL	758	Homo sapiens		2019-02-20	2019-02-20	Bodewes et al.	"Bodewes,R.,van Rooijen,K.,Cremer,J.,Veldhuijzen,I.K.,van Binnendijk,R."	"National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)"	https://www.ncbi.nlm.nih.gov/nuccore/MK276865	Mumps virus genotype G	G	1384672		G	A	FALSE
MK276866	MK276866.1	MuVs/Utrecht.NLD/15.14[G]	14174	2014-XX-XX	Europe	Netherlands	Utrecht		758	Homo sapiens		2019-02-20	2019-02-20	Bodewes et al.	"Bodewes,R.,van Rooijen,K.,Cremer,J.,Veldhuijzen,I.K.,van Binnendijk,R."	"National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)"	https://www.ncbi.nlm.nih.gov/nuccore/MK276866	Mumps virus genotype G	G	1384672		G	A	FALSE
MK276867	MK276867.1	MuVs/Volendam.NLD/30.13[G]	13457	2013-XX-XX	Europe	Netherlands	Volendam		758	Homo sapiens		2019-02-20	2019-02-20	Bodewes et al.	"Bodewes,R.,van Rooijen,K.,Cremer,J.,Veldhuijzen,I.K.,van Binnendijk,R."	"National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)"	https://www.ncbi.nlm.nih.gov/nuccore/MK276867	Mumps virus genotype G	G	1384672		G	A	FALSE
MK276868	MK276868.1	MuVs/Heerhugowaard.NLD/27.13[G]	13395	2013-XX-XX	Europe	Netherlands	Heerhugowaard		758	Homo sapiens		2019-02-20	2019-02-20	Bodewes et al.	"Bodewes,R.,van Rooijen,K.,Cremer,J.,Veldhuijzen,I.K.,van Binnendijk,R."	"National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)"	https://www.ncbi.nlm.nih.gov/nuccore/MK276868	Mumps virus genotype G	G	1384672		G	A	FALSE
MK276869	MK276869.1	MuVs/Heerhugowaard.NLD/25.13[G]	13388	2013-XX-XX	Europe	Netherlands	Heerhugowaard		758	Homo sapiens		2019-02-20	2019-02-20	Bodewes et al.	"Bodewes,R.,van Rooijen,K.,Cremer,J.,Veldhuijzen,I.K.,van Binnendijk,R."	"National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)"	https://www.ncbi.nlm.nih.gov/nuccore/MK276869	Mumps virus genotype G	G	1384672		G	A	FALSE
MK276870	MK276870.1	MuVs/Alkmaar.NLD/23.13/1[G]	13324	2013-XX-XX	Europe	Netherlands	Alkmaar		758	Homo sapiens		2019-02-20	2019-02-20	Bodewes et al.	"Bodewes,R.,van Rooijen,K.,Cremer,J.,Veldhuijzen,I.K.,van Binnendijk,R."	"National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)"	https://www.ncbi.nlm.nih.gov/nuccore/MK276870	Mumps virus genotype G	G	1384672		G	A	FALSE
MK276871	MK276871.1	MuVs/Bussum.NLD/49.11[G]	111364	2013-XX-XX	Europe	Netherlands	Bussum		758	Homo sapiens		2019-02-20	2019-02-20	Bodewes et al.	"Bodewes,R.,van Rooijen,K.,Cremer,J.,Veldhuijzen,I.K.,van Binnendijk,R."	"National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)"	https://www.ncbi.nlm.nih.gov/nuccore/MK276871	Mumps virus genotype G	G	1384672		G	A	FALSE
MK276872	MK276872.1	MuVs/Bussum.NLD/46.11[G]	111260	2011-XX-XX	Europe	Netherlands	Bussum		758	Homo sapiens		2019-02-20	2019-02-20	Bodewes et al.	"Bodewes,R.,van Rooijen,K.,Cremer,J.,Veldhuijzen,I.K.,van Binnendijk,R."	"National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)"	https://www.ncbi.nlm.nih.gov/nuccore/MK276872	Mumps virus genotype G	G	1384672		G	A	FALSE
MK276873	MK276873.1	MuVs/Amsterdam.NLD/52.10[G]	101420	2010-XX-XX	Europe	Netherlands	North Holland	Amsterdam	758	Homo sapiens		2019-02-20	2019-02-20	Bodewes et al.	"Bodewes,R.,van Rooijen,K.,Cremer,J.,Veldhuijzen,I.K.,van Binnendijk,R."	"National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)"	https://www.ncbi.nlm.nih.gov/nuccore/MK276873	Mumps virus genotype G	G	1384672		G	A	FALSE
MK276874	MK276874.1	MuVs/Culemborg.NLD/50.10[G]	101365	2010-XX-XX	Europe	Netherlands	Culemborg		758	Homo sapiens		2019-02-20	2019-02-20	Bodewes et al.	"Bodewes,R.,van Rooijen,K.,Cremer,J.,Veldhuijzen,I.K.,van Binnendijk,R."	"National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)"	https://www.ncbi.nlm.nih.gov/nuccore/MK276874	Mumps virus genotype G	G	1384672		G	A	FALSE
MK276875	MK276875.1	MuVi/Utrecht.NLD/40.10[G]	101057	2010-XX-XX	Europe	Netherlands	Utrecht		758	Homo sapiens		2019-02-20	2019-02-20	Bodewes et al.	"Bodewes,R.,van Rooijen,K.,Cremer,J.,Veldhuijzen,I.K.,van Binnendijk,R."	"National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)"	https://www.ncbi.nlm.nih.gov/nuccore/MK276875	Mumps virus genotype G	G	1384672		G	A	FALSE
MK276876	MK276876.1	MuVs/Aerdenhout.NLD/35.10[G]	10967	2010-XX-XX	Europe	Netherlands	Aerdenhout		758	Homo sapiens		2019-02-20	2019-02-20	Bodewes et al.	"Bodewes,R.,van Rooijen,K.,Cremer,J.,Veldhuijzen,I.K.,van Binnendijk,R."	"National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)"	https://www.ncbi.nlm.nih.gov/nuccore/MK276876	Mumps virus genotype G	G	1384672		G	A	FALSE
MK276877	MK276877.1	MuVs/Raalte.NLD/34.10[G]	10932	2010-XX-XX	Europe	Netherlands	Raalte		758	Homo sapiens		2019-02-20	2019-02-20	Bodewes et al.	"Bodewes,R.,van Rooijen,K.,Cremer,J.,Veldhuijzen,I.K.,van Binnendijk,R."	"National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)"	https://www.ncbi.nlm.nih.gov/nuccore/MK276877	Mumps virus genotype G	G	1384672		G	A	FALSE
MN511288	MN511288.1	MuVs/Goteborg.SWE/36.18[H]		2018-09-03	Europe	Sweden	Vastra Gotaland	Goteborg	316	Homo sapiens		2019-11-19	2019-11-19	Tallo et al.	"Tallo,T."	"Public Health Agency of Sweden, Unit for Laboratory Surveillance of Viral Pathogens and Vaccine Preventable Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/MN511288	Mumps virus genotype H	H	1395180	H	H	A	FALSE
MN910048	MN910048.1	MuVs/Ontario.CAN/49.13[I]	MMR13-0680	2013-12-11	North America	Canada	Ontario		316	Homo sapiens		2020-01-19	2020-01-19	Hiebert et al.	"Hiebert,J.,Severini,A."	"National Microbiology Laboratory, Public Health Agency of Canada, Viral Exanthemata & STDs"	https://www.ncbi.nlm.nih.gov/nuccore/MN910048	Mumps virus genotype I	I	1578041	I	I	A	FALSE
A44847	A44847.1	JERYL LYNN - 1		XXXX-XX-XX					393			1997-03-07	1997-03-07	Harford et al.	"Harford,N.M.,Colau,B.D.,Didelez,J."		https://www.ncbi.nlm.nih.gov/nuccore/A44847	Mumps orthorubulavirus		2560602	A	unclassified	A	FALSE
AF365883	AF365883.1	DK/79/01	DK/79/01	XXXX-XX-XX	Europe	Denmark			300			2002-01-26	2002-05-16	Tecle et al.	"Tecle,T.,Bottiger,B.,Orvell,C.,Johansson,B."	"Karolinska Institute, Department of Microbiology, Pathology and Infectious Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/AF365883	Mumps orthorubulavirus		2560602	D	D	A	FALSE
AF365884	AF365884.1	DK/79/02	DK/79/02	XXXX-XX-XX	Europe	Denmark			300			2002-01-26	2002-05-16	Tecle et al.	"Tecle,T.,Bottiger,B.,Orvell,C.,Johansson,B."	"Karolinska Institute, Department of Microbiology, Pathology and Infectious Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/AF365884	Mumps orthorubulavirus		2560602	D	unclassified	A	FALSE
AF365885	AF365885.1	DK/79/03	DK/79/03	XXXX-XX-XX	Europe	Denmark			283			2002-01-26	2002-05-16	Tecle et al.	"Tecle,T.,Bottiger,B.,Orvell,C.,Johansson,B."	"Karolinska Institute, Department of Microbiology, Pathology and Infectious Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/AF365885	Mumps orthorubulavirus		2560602	D	unclassified	A	FALSE
AF365886	AF365886.1	DK/79/04	DK/79/04	XXXX-XX-XX	Europe	Denmark			300			2002-01-26	2002-05-16	Tecle et al.	"Tecle,T.,Bottiger,B.,Orvell,C.,Johansson,B."	"Karolinska Institute, Department of Microbiology, Pathology and Infectious Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/AF365886	Mumps orthorubulavirus		2560602	D	D	A	FALSE
AF365887	AF365887.1	DK/80/01	DK/80/01	XXXX-XX-XX	Europe	Denmark			300			2002-01-26	2002-05-16	Tecle et al.	"Tecle,T.,Bottiger,B.,Orvell,C.,Johansson,B."	"Karolinska Institute, Department of Microbiology, Pathology and Infectious Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/AF365887	Mumps orthorubulavirus		2560602	D	unclassified	A	FALSE
AF365888	AF365888.1	DK/80/02	DK/80/02	XXXX-XX-XX	Europe	Denmark			300			2002-01-26	2002-05-16	Tecle et al.	"Tecle,T.,Bottiger,B.,Orvell,C.,Johansson,B."	"Karolinska Institute, Department of Microbiology, Pathology and Infectious Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/AF365888	Mumps orthorubulavirus		2560602	D	unclassified	A	FALSE
AF365889	AF365889.1	DK/80/03	DK/80/03	XXXX-XX-XX	Europe	Denmark			300			2002-01-26	2002-05-16	Tecle et al.	"Tecle,T.,Bottiger,B.,Orvell,C.,Johansson,B."	"Karolinska Institute, Department of Microbiology, Pathology and Infectious Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/AF365889	Mumps orthorubulavirus		2560602	D	unclassified	A	FALSE
AF365891	AF365891.1	DK/81/01	DK/81/01	XXXX-XX-XX	Europe	Denmark			299			2002-01-26	2002-05-16	Tecle et al.	"Tecle,T.,Bottiger,B.,Orvell,C.,Johansson,B."	"Karolinska Institute, Department of Microbiology, Pathology and Infectious Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/AF365891	Mumps orthorubulavirus	K	2560602	K	K	A	FALSE
AF365892	AF365892.1	DK/82/01	DK/82/01	XXXX-XX-XX	Europe	Denmark			300			2002-01-26	2002-05-16	Tecle et al.	"Tecle,T.,Bottiger,B.,Orvell,C.,Johansson,B."	"Karolinska Institute, Department of Microbiology, Pathology and Infectious Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/AF365892	Mumps orthorubulavirus		2560602	C	C	A	FALSE
AF365893	AF365893.1	DK/82/02	DK/82/02	XXXX-XX-XX	Europe	Denmark			300			2002-01-26	2002-05-16	Tecle et al.	"Tecle,T.,Bottiger,B.,Orvell,C.,Johansson,B."	"Karolinska Institute, Department of Microbiology, Pathology and Infectious Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/AF365893	Mumps orthorubulavirus		2560602	D	unclassified	A	FALSE
AF365894	AF365894.1	DK/82/03	DK/82/03	XXXX-XX-XX	Europe	Denmark			300			2002-01-26	2002-05-16	Tecle et al.	"Tecle,T.,Bottiger,B.,Orvell,C.,Johansson,B."	"Karolinska Institute, Department of Microbiology, Pathology and Infectious Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/AF365894	Mumps orthorubulavirus		2560602	H	H	A	FALSE
AF365895	AF365895.1	DK/82/04	DK/82/04	XXXX-XX-XX	Europe	Denmark			300			2002-01-26	2002-05-16	Tecle et al.	"Tecle,T.,Bottiger,B.,Orvell,C.,Johansson,B."	"Karolinska Institute, Department of Microbiology, Pathology and Infectious Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/AF365895	Mumps orthorubulavirus		2560602	D	unclassified	A	FALSE
AF365896	AF365896.1	DK/82/05	DK/82/05	XXXX-XX-XX	Europe	Denmark			300			2002-01-26	2002-05-16	Tecle et al.	"Tecle,T.,Bottiger,B.,Orvell,C.,Johansson,B."	"Karolinska Institute, Department of Microbiology, Pathology and Infectious Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/AF365896	Mumps orthorubulavirus		2560602	C	C	A	FALSE
AF365897	AF365897.1	DK/82/06	DK/82/06	XXXX-XX-XX	Europe	Denmark			300			2002-01-26	2002-05-16	Tecle et al.	"Tecle,T.,Bottiger,B.,Orvell,C.,Johansson,B."	"Karolinska Institute, Department of Microbiology, Pathology and Infectious Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/AF365897	Mumps orthorubulavirus		2560602	K	K	A	FALSE
AF365898	AF365898.1	DK/82/07	DK/82/07	XXXX-XX-XX	Europe	Denmark			300			2002-01-26	2002-05-16	Tecle et al.	"Tecle,T.,Bottiger,B.,Orvell,C.,Johansson,B."	"Karolinska Institute, Department of Microbiology, Pathology and Infectious Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/AF365898	Mumps orthorubulavirus		2560602	C	C	A	FALSE
AF365899	AF365899.1	DK/82/08	DK/82/08	XXXX-XX-XX	Europe	Denmark			300			2002-01-26	2002-05-16	Tecle et al.	"Tecle,T.,Bottiger,B.,Orvell,C.,Johansson,B."	"Karolinska Institute, Department of Microbiology, Pathology and Infectious Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/AF365899	Mumps orthorubulavirus		2560602	D	unclassified	A	FALSE
AF365900	AF365900.1	DK/83/01	DK/83/01	XXXX-XX-XX	Europe	Denmark			300			2002-01-26	2002-05-16	Tecle et al.	"Tecle,T.,Bottiger,B.,Orvell,C.,Johansson,B."	"Karolinska Institute, Department of Microbiology, Pathology and Infectious Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/AF365900	Mumps orthorubulavirus		2560602	C	C	A	FALSE
AF365901	AF365901.1	DK/83/02	DK/83/02	XXXX-XX-XX	Europe	Denmark			300			2002-01-26	2002-05-16	Tecle et al.	"Tecle,T.,Bottiger,B.,Orvell,C.,Johansson,B."	"Karolinska Institute, Department of Microbiology, Pathology and Infectious Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/AF365901	Mumps orthorubulavirus		2560602	H	H	A	FALSE
AF365902	AF365902.1	DK/84/01	DK/84/01	XXXX-XX-XX	Europe	Denmark			300			2002-01-26	2002-05-16	Tecle et al.	"Tecle,T.,Bottiger,B.,Orvell,C.,Johansson,B."	"Karolinska Institute, Department of Microbiology, Pathology and Infectious Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/AF365902	Mumps orthorubulavirus		2560602	C	C	A	FALSE
AF365903	AF365903.1	DK/96/02	DK/96/02	XXXX-XX-XX	Europe	Denmark			300			2002-01-26	2002-05-16	Tecle et al.	"Tecle,T.,Bottiger,B.,Orvell,C.,Johansson,B."	"Karolinska Institute, Department of Microbiology, Pathology and Infectious Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/AF365903	Mumps orthorubulavirus		2560602	D	unclassified	A	FALSE
AF365904	AF365904.1	DK/97/03	DK/97/03	XXXX-XX-XX	Europe	Denmark			300			2002-01-26	2002-05-16	Tecle et al.	"Tecle,T.,Bottiger,B.,Orvell,C.,Johansson,B."	"Karolinska Institute, Department of Microbiology, Pathology and Infectious Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/AF365904	Mumps orthorubulavirus		2560602	D	unclassified	A	FALSE
AF365905	AF365905.1	DK/98/03	DK/98/03	XXXX-XX-XX	Europe	Denmark			300			2002-01-26	2002-05-16	Tecle et al.	"Tecle,T.,Bottiger,B.,Orvell,C.,Johansson,B."	"Karolinska Institute, Department of Microbiology, Pathology and Infectious Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/AF365905	Mumps orthorubulavirus		2560602	D	unclassified	A	FALSE
AF365906	AF365906.1	DK/97/02	DK/97/02	XXXX-XX-XX	Europe	Denmark			300			2002-01-26	2002-05-16	Tecle et al.	"Tecle,T.,Bottiger,B.,Orvell,C.,Johansson,B."	"Karolinska Institute, Department of Microbiology, Pathology and Infectious Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/AF365906	Mumps orthorubulavirus		2560602	D	unclassified	A	FALSE
AF365907	AF365907.1	DK/97/01	DK/97/01	XXXX-XX-XX	Europe	Denmark			300			2002-01-26	2002-05-16	Tecle et al.	"Tecle,T.,Bottiger,B.,Orvell,C.,Johansson,B."	"Karolinska Institute, Department of Microbiology, Pathology and Infectious Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/AF365907	Mumps orthorubulavirus		2560602	D	unclassified	A	FALSE
AF365908	AF365908.1	DK/96/03	DK/96/03	XXXX-XX-XX	Europe	Denmark			300			2002-01-26	2002-05-16	Tecle et al.	"Tecle,T.,Bottiger,B.,Orvell,C.,Johansson,B."	"Karolinska Institute, Department of Microbiology, Pathology and Infectious Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/AF365908	Mumps orthorubulavirus		2560602	D	unclassified	A	FALSE
AF365909	AF365909.1	DK/96/04	DK/96/04	XXXX-XX-XX	Europe	Denmark			185			2002-01-26	2016-07-26	Tecle et al.	"Tecle,T.,Bottiger,B.,Orvell,C.,Johansson,B."	"Karolinska Institute, Department of Microbiology, Pathology and Infectious Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/AF365909	Mumps orthorubulavirus		2560602		C	A	FALSE
AF365910	AF365910.1	DK/96/01	DK/96/01	XXXX-XX-XX	Europe	Denmark			300			2002-01-26	2002-05-16	Tecle et al.	"Tecle,T.,Bottiger,B.,Orvell,C.,Johansson,B."	"Karolinska Institute, Department of Microbiology, Pathology and Infectious Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/AF365910	Mumps orthorubulavirus		2560602	D	unclassified	A	FALSE
AF365911	AF365911.1	DK/98/01	DK/98/01	XXXX-XX-XX	Europe	Denmark			300			2002-01-26	2002-05-16	Tecle et al.	"Tecle,T.,Bottiger,B.,Orvell,C.,Johansson,B."	"Karolinska Institute, Department of Microbiology, Pathology and Infectious Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/AF365911	Mumps orthorubulavirus		2560602	D	unclassified	A	FALSE
